,,Name,상장주식수(주),최대주주등-대표주주명(Q),최대주주등-세부주주수(Q)(명),최대주주및특별관계자 보유주식수(보통)(주),최대주주및특별관계자 보유주식수(우선)(주),최대주주등-잠재주식수(Q),최대주주등-주권의 지분율(Q)(%),최대주주등-주식등 총지분율(Q)(%)
111110,,호전실업,8000000,박진호,3,3668480,641975,,49.88,49.88
71970,,STX중공업,24836846,한국산업은행,5,8784792,,,35.62,35.62
100220,,비상교육,12996741,양태회,27,7096592,,,54.6,54.6
15590,,큐로,124732646,큐로컴,4,44000000,,17953321,38.44,46.79
92440,,기신정기,29200000,FUTABA CORPORATION,14,20999008,,,71.91,71.91
3280,,흥아해운,168713430,Fairmont Partners Ltd,2,26044777,,,20.39,20.39
109070,,컨버즈,11581418,더블유글로벌4호조합,2,1152992,,,12.82,12.82
6090,,사조오양,9422739,사조대림,5,5703199,,,60.53,60.53
9160,,SIMPAC,29084925,심팩홀딩스,6,11889742,,,40.88,40.88
14990,,인디에프,58932995,세아상역,2,40724279,,,69.1,69.1
204630,,화이브라더스코리아,28613475,지승범,5,12678898,,1014690,44.31,46.22
7330,,푸른저축은행,15082800,주신홍,7,9517377,,,63.1,63.1
68330,,일신바이오,44216140,홍성대,7,14465745,,,32.72,32.72
950140,,잉글우드랩,19867866,아이오케이컴퍼니|일본콜마홀딩스|David C.Chung,3,,,11639295,0,58.58
5980,,성지건설,14045010,엠지비파트너스,2,55180556,,11322900,42.73,47.35
79970,,투비소프트,19536685,피스티스파트너스,3,2708045,,987166,15.02,19.44
2600,,조흥,600000,(주)오뚜기,15,403307,,,67.22,67.22
71460,,대유위니아,35967295,위니아대유,4,18137609,,,50.43,50.43
33340,,좋은사람들,26412536,염덕희,6,5484096,,36687,20.76,20.9
10690,,화신,34920410,글로벌오토트레이딩,18,19906539,,,57.01,57.01
241820,,피씨엘,8921164,김소연,10,3725538,,,41.76,41.76
123840,,한일진공,54977886,코스인베스트먼트,2,8623616,,2922633,23.55,31.53
196490,,디에이테크놀로지,7411025,신안캐피탈,7,1527772,,314198,23.14,26.63
93920,,서원인텍,18600000,김재윤,6,9790000,,,52.63,52.63
2880,,대유에이텍,91892260,대유홀딩스,8,44108121,11126349,,48.01,48.01
33170,,시그네틱스,85728319,(주)영풍,5,41917706,,,48.9,48.9
75180,,새론오토모티브,19200000,"Nisshinbo Holdings, INC.",4,12486819,,,65.04,65.04
131370,,알서포트,53267083,서형수,4,24181820,,,45.4,45.4
27710,,팜스토리,88347431,이지바이오,3,44901010,,,50.82,50.82
211270,,AP위성,15014804,류장수,12,7503668,,66635,49.98,50.42
83930,,아바코,15996505,위재곤,7,4308103,,180000,26.93,27.74
4720,,우리들제약,11570324,김수경,1,870000,,,7.71,7.71
48910,,대원미디어,12578946,정욱,4,4135139,,,32.87,32.87
101330,,모베이스,23958188,손병준,6,8970113,,,44.87,44.87
5800,,신영와코루,900000,이의평,4,438689,,,48.74,48.74
11090,,에넥스,59991641,박진규,8,21282053,,,35.48,35.48
111870,,삼본정밀전자,9500000,삼본정밀전자홀딩스투자목적회사,4,5921272,,,62.33,62.33
255220,,SG,12506024,,,,,,,
850,,화천기공,2200000,권영열,8,1073167,,,48.78,48.78
96240,,청담러닝,7609340,김영화,9,1449555,,715273,20.59,28.55
14710,,사조씨푸드,17218543,사조산업(주),2,10694842,,,62.11,62.11
159580,,제로투세븐,12290000,김정민,9,8489530,,,69.08,69.08
16090,,대현,45282310,신현균,4,21010550,,,46.4,46.4
67310,,하나마이크론,22727078,최창호,11,5742814,,190380,25.67,26.52
65560,,녹원씨엔아이,10631667,모우,4,2219716,,1488876,20.98,30.73
56090,,유앤아이,7702642,구자교,5,2207197,,10000,28.71,28.84
149950,,아바텍,15607500,위재곤,8,5664000,,130000,36.29,37.12
32980,,바이온,43238817,더블유글로벌1호조합,3,3766912,,5664248,11.26,24.11
69510,,에스텍,10910000,Foster Electric Co. Ltd.,3,5408100,,,49.57,49.57
58530,,크레아플래닛,58166198,트라이던트,4,4326832,,2215657,7.91,11.5
37350,,성도이엔지,15470000,서인수,3,5553190,,100000,35.9,36.54
134380,,미원화학,2185180,김정돈,34,1208912,,,55.32,55.32
16740,,두올,18235986,아이에이치씨,5,9919499,,,44.61,44.61
222420,,쎄노텍,39183915,이앤에프마블홀딩스,1,19100194,,,48.74,48.74
94820,,일진파워,15078709,이상업,4,5701047,,,37.81,37.81
72470,,우리산업홀딩스,18887341,김정우,2,14850724,,,78.63,78.63
93320,,케이아이엔엑스,4880000,가비아,7,2055060,,,42.11,42.11
120030,,조선선재,1257651,CS홀딩스,2,651998,,,51.84,51.84
221840,,하이즈항공,17696167,하상헌,7,7311250,,,41.32,41.32
264450,,유비쿼스,5123955,이상근,5,2122410,,,41.42,41.42
54180,,중앙오션,22674380,전병철,3,8526213,,,38.17,38.17
217500,,러셀,30812000,플러스에이파트너스,1,300000,,100000,15,19.05
2230,,피에스텍,19669243,(주)풍성,6,9847723,,,50.07,50.07
2300,,한국제지,5004949,단재완,11,1891744,,,37.8,37.8
36670,,KCI,11270000,삼양사,3,5338943,,,47.37,47.37
147830,,제룡산업,10000000,박종태,4,3436198,,,34.36,34.36
9780,,엠에스씨,17600000,김길제,7,6362750,,,72.3,72.3
60230,,이그잭스,49808918,제이앤제이인베스트먼트,1,7550000,,,18.27,18.27
63160,,종근당바이오,5229489,종근당홀딩스,2,1948733,,,37.26,37.26
123330,,제닉,7000000,솔브레인,2,1828782,,470322,26.39,31.07
40420,,정상제이엘에스,15677552,허용석,6,6117989,,,39.02,39.02
40160,,누리텔레콤,12055535,1105354 B.C.LTD,1,3786836,,,31.41,31.41
78140,,대봉엘에스,11086579,박종호,9,5647100,,,50.94,50.94
24950,,삼천리자전거,13273577,참좋은레져,1,4325286,,,32.59,32.59
88130,,동아엘텍,11150296,박재규,7,3647616,,979653,32.71,38.15
53690,,한미글로벌,10957550,김종훈,13,2546087,,,23.43,23.43
35620,,바른손이앤에이,67895702,문양권,7,15734204,,748985,23.18,24.29
195990,,유지인트,79885108,딜던쉐어즈,2,9020482,,,12.22,12.22
4910,,조광페인트,12800000,양성아,15,4782057,,,37.36,37.36
90710,,디에스티로봇,69213763,"Beijing Linksun Technology Co., Ltd.",2,5806080,,,10.47,10.47
53110,,소리바다,56357072,(주)제이메이슨,4,9161744,,495294,17.18,17.94
58850,,KTcs,42685000,케이티스,5,12952570,,,30.34,30.34
206400,,엔터메이트,44197443,박문해,4,14410927,,,35.05,35.05
94170,,동운아나텍,6541769,김동철,16,2037043,,,34,34
73640,,삼원테크,42648467,이택우,3,5263490,,2304147,14.77,19.95
71670,,에이테크솔루션,10000000,유영목,4,3331871,,,33.32,33.32
65940,,바이오빌,31745531,폴루스1호조합,1,2600426,,,11.04,11.04
53450,,세코닉스,11248911,박원희,10,2471881,,,22.62,22.62
58860,,케이티스,34802000,(주)케이티,3,10203659,,,29.32,29.32
4080,,신흥,9600000,이용익,15,7390110,,,76.98,76.98
36090,,위지트,72749313,제이에스아이코리아,1,7959624,,,10.94,10.94
43650,,국순당,17858304,배중호,6,7502673,,,42.01,42.01
263600,,덕우전자,8110066,이준용,2,4200000,,,51.79,51.79
47820,,초록뱀,64839923,DMG (Hong Kong) Group Limited,1,8594458,,,13.25,13.25
23760,,한국캐피탈,168209576,군인공제회,1,133898754,,,79.6,79.6
57540,,옴니시스템,40679015,바이오스마트,4,8683103,,,21.35,21.35
187220,,디티앤씨,9854054,박채규,3,4539132,,,46.06,46.06
65680,,우주일렉트로,9934220,노영백,6,3528297,,,35.52,35.52
300,,대유플러스,88120526,대유홀딩스,9,37737288,,,42.82,42.82
189300,,인텔리안테크,7240944,성상엽,8,3001441,,,41.59,41.59
277070,,린드먼아시아,13500000,,,,,,,
46070,,코다코,39064256,인귀승,6,5590353,,300000,14.31,15.08
101160,,월덱스,16510993,배종식,6,6176933,,,37.41,37.41
36010,,아비코전자,13292934,행진개발(주),4,5146616,,,38.72,38.72
78070,,유비쿼스홀딩스,20696628,이상근,5,4767801,,,29.66,29.66
56730,,포스링크,43875539,SUPERB ALLAINCE LIMITED,1,4925971,,,13.68,13.68
65130,,탑엔지니어링,15976257,김원남,8,3982146,,,24.93,24.93
99320,,쎄트렉아이,3659990,박성동,10,965228,,29700,26.37,26.97
12800,,대창,91140499,(주)서원,3,29806490,,,32.7,32.7
80000,,에스엔유,31250000,에스에프에이,2,10768646,,2433371,34.46,39.19
24800,,유성티엔에스,27213580,이봉관,8,7855788,,9263514,34.57,53.52
2700,,신일산업,71047521,김영,14,9711619,,,13.67,13.67
223310,,이에스브이,85429901,코디엠,1,9878184,,,12.43,12.43
142280,,녹십자엠에스,9560000,녹십자,23,6428457,,,67.24,67.24
192250,,케이사인,64671257,최승락,3,22136318,,,36.01,36.01
179900,,유티아이,5332145,박덕영,4,2008520,,,37.67,37.67
61250,,화일약품,14410958,크리스탈지노믹스,1,3121371,,,21.66,21.66
72520,,태양씨앤엘,54006810,아이피에스글로벌성장1호조합,1,5755910,,,13.4,13.4
11150,,CJ씨푸드,35930773,CJ제일제당,1,16714090,,,46.52,46.52
100840,,S&TC,7297150,S&amp;T모티브,2,3831590,,,54.08,54.08
69460,,대호에이엘,27134839,대호하이텍,1,8955091,,,33,33
5010,,휴스틸,6967614,박순석,9,3682585,,,53.23,53.23
500,,가온전선,4160347,구자홍,17,1565009,,,37.62,37.62
33560,,블루콤,18088047,김종규,5,7914956,,,43.76,43.76
84730,,팅크웨어,10425682,유비벨록스,6,2554203,,126544,24.5,25.4
65150,,MP그룹,80808407,정우현,7,39530931,,3009630,48.92,50.75
11700,,한신기계,32446151,최영민,7,6793546,,,20.94,20.94
63760,,이엘피,4905500,이재혁,3,1077430,,10000,21.96,22.17
68930,,디지털대성,22444723,대성출판(주),33,9910463,,152500,44.31,44.71
38870,,에코바이오,11527492,송효순,5,4312598,,101500,40.24,40.8
45970,,코아시아홀딩스,18841240,이희준,4,6238057,,516639,33.11,34.89
3580,,동원,19181100,스타감마투자조합,13,6180194,,2959851,32.22,42.38
5750,,대림B&Co,16672240,이해영,9,8304261,,,49.81,49.81
47400,,유니온머티리얼,42000000,(주)유니온,2,21976193,,,52.32,52.32
6370,,대구백화점,10821611,구정모,11,2339075,,,21.61,21.61
39980,,리노스,37754994,오디텍,2,10912476,,,30.32,30.32
69640,,한세엠케이,12909322,한세실업,4,6836360,,,52.96,52.96
66410,,투윈글로벌,61670933,투윈문화투자,2,27588531,,,44.74,44.74
73490,,이노와이어리스,6002500,정종태,1,1372727,,,22.87,22.87
171090,,선익시스템,6000000,동아엘텍,1,3004160,,,50.07,50.07
43200,,파루,29667567,지본,5,2517196,,4672896,8.49,20.94
88910,,동우팜투테이블,25831764,군산도시가스,5,11730000,,,45.41,45.41
9440,,KC그린홀딩스,22434980,이태영,9,10589822,,,47.2,47.2
69540,,라이트론,12922017,오중건,2,614046,,1227142,8.24,21.63
1570,,금양,43179592,류광지,4,20089883,,,47.04,47.04
141020,,포티스,44392855,조재훈,1,4134616,,,9.49,9.49
4780,,대륙제관,15903199,박봉국,18,8696269,,,54.68,54.68
101400,,엔시트론,90642795,티알에스,3,10642425,,2248875,13.11,15.45
79940,,가비아,13535684,김홍국,6,4631026,,,34.21,34.21
39010,,현대통신,8625000,이건구,2,3318168,,,38.47,38.47
208860,,엔지스테크널러지,3127180,박용선,8,1374730,,,43.96,43.96
163560,,동일고무벨트,13000000,DRB동일,6,8817905,,,69.76,69.76
65950,,웰크론,25490497,이영규,14,6411460,,,25.15,25.15
38460,,바이오스마트,19173735,박혜린,4,3370701,,529450,19.05,21.4
4450,,삼화왕관,2154379,금비(주),1,1086572,,,50.44,50.44
96690,,제이스테판,260769929,제이스테판1호투자조합,1,51428560,,,20.32,20.32
220100,,퓨쳐켐,5622139,박영자,6,1162422,,,20.68,20.68
15230,,대창단조,2000000,박안식,5,801927,,,40.1,40.1
60370,,KT서브마린,21900000,(주)케이티,1,8085000,,,36.92,36.92
12790,,신일제약,7900000,홍성소,24,3446458,,,43.63,43.63
33540,,파라텍,16840552,베이스에이치디,3,9083754,,247691,54.49,55.97
84650,,랩지노믹스,9039414,진승현,5,1581982,,,18.33,18.33
13360,,일성건설,54024880,IB CapitalLtd,2,34514200,,,64.63,64.63
6980,,우성사료,30900000,정보연,16,10497172,,,33.97,33.97
99440,,스맥,27220484,전은진,6,4212835,,,16.65,16.65
90850,,이지웰페어,9893000,김상용,8,2644600,,,26.73,26.73
73570,,에이티테크놀러지,10191446,변익성,8,3340135,,,36.21,36.21
196300,,애니젠,5016165,김재일,6,1271883,,10000,25.51,25.71
139050,,데일리블록체인,28992716,옐로모바일,1,6167489,,1185424,25.53,29.01
97870,,효성오앤비,8490000,박태헌,10,2647622,,,45.65,45.65
107590,,미원홀딩스,2331774,김정돈,38,1466733,,,62.9,62.9
4770,,써니전자,29976480,곽경훈,5,3602843,,,12.02,12.02
102120,,어보브반도체,17459653,최원,9,3995233,,,22.88,22.88
79650,,서산,20000000,염종학,4,13580000,,,67.9,67.9
14160,,대영포장,106584898,신대양제지(주),3,48739791,,,45.73,45.73
83550,,케이엠,10004363,신병순,9,3274036,,,33.18,33.18
87260,,모바일어플라이언스,15000000,이재신,9,4390902,,,29.27,29.27
23800,,인지컨트롤스,15160128,정구용,5,6188943,,,40.82,40.82
2200,,수출포장,4000000,허정훈,3,1818500,,,45.46,45.46
228340,,동양파일,20000000,한림건설,2,12000000,,,60,60
66360,,체리부로,27872369,김인식,7,17673857,,,63.41,63.41
40300,,YTN,42000000,한전케이디엔,3,9186398,,,21.87,21.87
11320,,유니크,19320695,안영구,15,7323270,,,37.9,37.9
49630,,재영솔루텍,45695556,(주)신한은행,8,18997332,,,48.13,48.13
11330,,유니켐,54461093,(주)태주원,3,11613312,,,22.78,22.78
43340,,에쎈테크,72000000,(주)대창,6,50402438,,,70,70
65350,,신성델타테크,22088547,구자천,8,6821725,,2088554,30.88,36.85
8600,,윌비스,57000000,전병현,4,7953814,,,13.95,13.95
14190,,원익큐브,35399906,원익머트리얼즈,5,11714117,,,33.09,33.09
1750,,한양증권,12728534,한양학원,8,5191553,205618,,40.79,40.79
220,,유유제약,6368587,유승필,13,2225578,72384,,34.95,34.95
27830,,대성창투,40000000,대성홀딩스,2,20066800,,,50.17,50.17
2720,,국제약품,18057107,남영우,18,6481584,,,37.26,37.26
238090,,앤디포스,15068965,앤텍컴,10,10691703,,,70.95,70.95
170920,,엘티씨,7519943,최호성,7,2864897,,,38.1,38.1
122350,,삼기오토모티브,30827256,김치환,5,11945180,,,38.75,38.75
88390,,이녹스,9350844,장경호,4,6534240,,4512,69.88,69.93
7590,,동방아그로,13617577,염병만,5,4168066,,,30.61,30.61
99660,,한솔신텍,63987602,한솔홀딩스,6,23889420,,,37.33,37.33
13310,,아진산업,29732585,우신산업,22,6225799,,,47.09,47.09
17550,,수산중공업,53985163,정석현,10,28179957,,,52.2,52.2
129260,,인터지스,29747874,동국제강(주),8,17504916,,,58.84,58.84
83420,,그린케미칼,20000000,(주)건덕상사,7,13081123,,,65.41,65.41
42510,,라온시큐어,31809612,이순형,4,7408450,,,23.29,23.29
14570,,고려제약,11000000,박상훈,6,5521270,,,50.19,50.19
18680,,서울제약,8485499,황우성,11,3886056,,,46.35,46.35
39420,,케이엘넷,24154730,정지원,2,6226055,,,25.78,25.78
9770,,삼정펄프,2499971,전성오,14,1753578,,,70.14,70.14
890,,보해양조,96570546,창해에탄올,12,34543796,,6866952,35.77,40.03
900280,,골든센츄리,93400000,주승화(ZHU CHENGHUA),1,12663500,,7181649,42.49,53.66
14440,,영보화학,20000000,세끼스이화학공업(주),3,12180000,,,60.9,60.9
31510,,오스템,26000000,김정우,3,3724000,,,14.32,14.32
900040,,차이나그레이트,125866557,Wu you zhi,1,46752405,,,37.14,37.14
49480,,오픈베이스,31422383,정진섭,13,7296338,,575000,23.22,24.94
120240,,대정화금,6537847,송기섭,5,3131300,,562544,50.49,54.6
10040,,한국내화,22863632,김근수,9,13212117,,,57.79,57.79
80010,,이상네트웍스,9015000,황금에스티,3,3151215,,,34.96,34.96
47080,,한빛소프트,24779836,티쓰리엔터테인먼트,4,10697486,,,43.17,43.17
114450,,KPX생명과학,15000000,KPX홀딩스,2,9517048,,,63.45,63.45
95910,,에스에너지,13208520,홍성민,4,2228791,,,16.87,16.87
54340,,피앤텔,29528731,에이케이티케이파트너스,1,4200000,,,17.08,17.08
95500,,미래나노텍,23289533,김철영,5,5346380,,,22.96,22.96
6660,,삼성공조,8126314,고호곤,7,3801818,,,46.78,46.78
27740,,마니커,116725477,이지바이오,3,54293232,,,46.51,46.51
156100,,엘앤케이바이오,9926362,강국진,3,2075866,,,20.91,20.91
32850,,비트컴퓨터,16623293,조현정,4,4423392,,,26.61,26.61
92460,,한라IMS,11459502,지석준,6,5588898,,1097988,52.49,56.93
57880,,토필드,22925567,네오바이오2호투자조합,1,1729204,,,9.67,9.67
3610,,방림,4231409,서재희,6,1632401,,,38.58,38.58
234920,,자이글,13530910,이진희,3,9031855,,,66.75,66.75
53280,,예스24,17200000,한세예스24홀딩스,2,9229399,,,53.66,53.66
9310,,참엔지니어링,49189958,김인한,8,11965087,,,24.32,24.32
43290,,케이맥,6838015,에이치비콥,3,2035626,,112994,29.77,30.91
53620,,태양,8600000,현창수,12,6087000,,,70.78,70.78
133750,,메가엠디,22368593,메가스터디,10,11496999,,150000,51.4,52.07
50120,,라이브플렉스,83243054,김병진,3,15949584,,1240694,19.16,20.65
198440,,고려시멘트,31979960,강대완,11,24331873,,,79.83,79.83
119850,,지엔씨에너지,16295828,안병철,12,5850438,,4000,35.9,35.93
215380,,우정바이오,25109711,천병년,10,11353304,,,52.33,52.33
93240,,형지엘리트,19154798,패션그룹형지,6,8133091,,,42.67,42.67
47920,,씨트리,13848373,대화제약,15,2458657,,675000,19.68,23.8
5110,,한창,34458589,에이치제이에프앤아이,1,5476860,,1267748,15.89,18.88
79190,,EMW,31784197,유병훈,8,10338981,,,34.15,34.15
7610,,선도전기,18000000,전동준,2,5487454,,,30.49,30.49
92870,,엑시콘,8883500,최명배,10,3135241,,,35.29,35.29
12170,,키위미디어그룹,174760318,키위컴퍼니,3,8150000,,7903105,5.2,9.75
67900,,와이엔텍,18199659,박용하,5,8244351,,,46.21,46.21
85810,,알티캐스트,21223160,휴맥스홀딩스,2,5767765,,,27.18,27.18
207760,,미스터블루,24338741,조승진,7,14759419,,441631,61.09,62.92
241790,,오션브릿지,9124980,이경주,5,2735000,,,29.97,29.97
7540,,샘표,2875800,박진선,7,1331925,,,46.31,46.31
24890,,대원화성,41249152,강동엽,7,19470381,,,47.2,47.2
8260,,NI스틸,28426850,문배철강(주),7,16618387,,,58.46,58.46
104040,,대성파인텍,31301281,티엠디네트웍스,1,3216050,,,10.27,10.27
4090,,한국석유,655200,강승모,22,321047,,,49,49
2820,,선창산업,12607989,정연준,20,5834337,,,46.27,46.27
48430,,유라테크,11520000,엄대열,3,8028197,,,69.69,69.69
45660,,에이텍,8260000,신승영,2,2409726,,,29.17,29.17
220260,,켐트로스,24045158,이동훈,6,14037777,,,59.57,59.57
66110,,한프,35444407,에스엘이노베이션스,1,8096230,,4679,24.97,24.98
10770,,평화홀딩스,14625466,김종석,2,7654616,,,52.34,52.34
39340,,한국경제TV,23000000,(주)한국경제신문,1,8691957,,,37.79,37.79
68290,,삼성출판사,10000000,김진용,7,6695575,,,66.96,66.96
104540,,코렌텍,9937153,정성이,10,2318693,,,23.33,23.33
79960,,동양이엔피,7860000,김재수,2,2639512,,,33.58,33.58
590,,CS홀딩스,1154482,장원영,3,906990,,,78.56,78.56
69410,,엔텔스,6899227,심재희,9,1381658,,,20.03,20.03
33130,,디지틀조선,37115267,방상훈,9,12371439,,,33.33,33.33
80520,,오디텍,11746609,박병근,6,3025003,,,25.75,25.75
82800,,루미마이크로,40736218,금호전기(주),9,15696827,,,41.38,41.38
89010,,켐트로닉스,12624273,김보균,13,4066852,,932044,32.73,37.42
65450,,빅텍,24500000,박승운,1,8111400,,,33.11,33.11
106240,,파인테크닉스,35255764,홍성천,4,10826631,,,31.15,31.15
134780,,화진,24039448,메타센스,1,2995636,,,12.46,12.46
200710,,에이디테크놀로지,9245328,김준석,4,2479611,,,27.54,27.54
133820,,화인베스틸,29550000,장인화,14,16394455,,,52.89,52.89
900080,,에스앤씨엔진그룹,115239670,Chan Kwok Wai,4,46660791,,27854,40.49,40.51
1080,,만호제강,4150000,김상환,12,940400,,,22.66,22.66
61040,,알에프텍,19050000,정혁진,3,4340556,,,22.79,22.79
138610,,나이벡,6010469,정종평,6,1409399,,,23.45,23.45
35290,,더블유에프엠,22173875,우국환,7,5551857,,,25.04,25.04
48470,,대동스틸,10000000,임형기,4,3469545,,,34.7,34.7
40610,,SG&G,34087196,이의범,7,16683975,,,48.94,48.94
145210,,세화아이엠씨,29402067,유동환,5,11734566,,,41.83,41.83
54220,,비츠로시스,43898411,장태수,4,12637844,,,28.95,28.95
94940,,푸른기술,6574202,함현철,3,1636470,,,24.89,24.89
155660,,DSR,16000000,DSR제강,11,11319322,,,70.75,70.75
225650,,쿠첸,10686277,부방,6,6845058,,,64.05,64.05
86670,,비엠티,8146529,윤종찬,10,4373437,,,53.68,53.68
71850,,캐스텍코리아,12373089,윤상원,14,2903673,,,23.47,23.47
92600,,넥스트칩,13447500,김경수,5,7501261,,520000,55.78,59.65
17650,,대림제지,45000000,권오달,6,28167990,,,62.6,62.6
38070,,서린바이오,6900516,황을문,6,1886039,,178168,29.24,31.14
2920,,유성기업,25947500,유시영,17,12429853,,,47.9,47.9
148140,,비디아이,5280500,안승만,2,2500000,,,47.34,47.34
250000,,보라티알,6750733,김대영,3,4962753,,,73.51,73.51
101490,,에스앤에스텍,19735331,정수홍,5,4852000,,,24.59,24.59
65710,,서호전기,5150000,이상호,6,2995926,,,58.17,58.17
140520,,대창스틸,20000000,문창복,7,13250711,,,66.25,66.25
57680,,옴니텔,21698640,위지트동도,1,3500185,,,16.89,16.89
38160,,팍스넷,11077521,아시아경제,3,3392573,,,30.63,30.63
90080,,평화산업,37403844,평화홀딩스,5,31014685,,,82.92,82.92
159910,,스킨앤스킨,102746035,비아이티1호조합,4,6500000,,550000,7.94,8.61
59120,,아진엑스텍,6805761,김창호,8,2274673,,,34.41,34.41
83450,,GST,9317745,김덕준,3,2411893,,,25.88,25.88
18470,,조일알미늄,69600000,이영호,5,45994850,,,66.08,66.08
33600,,이젠텍,11887296,이배근,1,4107617,,,35.72,35.72
51490,,나라엠앤디,14200000,김영조,17,2336238,,,16.45,16.45
131100,,리켐,3709898,와이에이치1호조합,1,2000000,,1456876,10.49,16.84
41020,,인프라웨어,37463160,셀바스에이아이,4,4525782,,1560998,14.31,18.35
4410,,서울식품,337410000,서성훈,8,55063025,6000,,16.32,16.32
64520,,바른전자,66419511,김태섭,2,6244757,,,9.4,9.4
6580,,대양제지,26850000,신대양제지(주),1,12470930,,,46.45,46.45
14580,,백광소재,27583100,태경산업(주),7,17642190,,,63.96,63.96
182360,,큐브엔터,26573767,아이에이치큐,5,12608476,,,47.45,47.45
149980,,하이로닉,14094745,이진우,9,6443318,,50250,45.71,45.91
3010,,혜인,12712747,원경희,13,3150964,,,24.79,24.79
81970,,넥스지,8070924,유앤아이글로벌,1,1080000,,,18.75,18.75
241520,,DSC인베스트먼트,17500000,윤건수,4,6030000,,,34.46,34.46
43710,,서울리거,21115308,(주)에이치에스비컴퍼니,4,2574947,,,12.19,12.19
219420,,링크제니시스,10000000,정성우,10,680612,,,31.99,31.99
43220,,에이치엘비파워,58677822,진양곤,4,8756695,,,16.81,16.81
96640,,멜파스,21257151,민동진,4,5233800,,794530,24.62,27.59
9070,,KCTC,30000000,박현규,11,6995240,,,23.32,23.32
69920,,아이에스이커머스,25514093,아이에스이네트워크,11,11466981,,,44.94,44.94
40,,KR모터스,119759667,오세영,2,46825603,,3166986,39.1,40.67
126600,,코프라,21115634,한상용,3,7195534,,,34.08,34.08
30350,,드래곤플라이,16008491,박철우,7,6673684,,,44.95,44.95
66900,,디에이피,22744503,대명화학,2,10413796,,,45.79,45.79
106190,,하이텍팜,7088782,ACS DOBFAR s.p.a,5,3213517,,,45.33,45.33
49830,,승일,6132112,현창수,14,4974743,,,81.13,81.13
25950,,동신건설,8400000,김근한,7,6172684,,,73.48,73.48
42940,,상지카일룸,36840456,씨지아이홀딩스,2,8792083,,,27.23,27.23
45520,,크린앤사이언스,6500000,최재원,3,1408527,,,21.67,21.67
46110,,한일네트웍스,11954227,한일시멘트(주),3,5659588,,,47.34,47.34
24880,,케이피에프,14970606,송현홀딩스,5,6730901,,105000,45.21,45.92
24840,,갑을메탈,31241496,국인산업,7,10973207,,,35.12,35.12
79950,,인베니아,23200000,구자준,7,5820000,,,25.09,25.09
27040,,서울전자통신,64764286,김광수,4,29132741,,,44.98,44.98
41920,,메디아나,8650496,길문종,7,4132865,,,47.78,47.78
69730,,DSR제강,14400000,홍하종,9,7983450,,,55.44,55.44
14970,,삼륭물산,15125000,조낙교,5,12005632,,,79.38,79.38
17480,,삼현철강,15702890,조수익,6,9023911,,,57.47,57.47
238490,,힘스,5261360,김주환,16,1946899,,6570,37.03,37.15
58220,,아리온,84916388,시나르마스 조합,2,11422592,,,14.71,14.71
6740,,영풍제지,22200000,그로쓰제일호투자목적,1,11221730,,,50.55,50.55
23450,,동남합성,1314953,미원화학,6,752642,,,57.24,57.24
5860,,한일사료,39403685,차상협,7,18606190,,,47.22,47.22
147760,,마이크로프랜드,10819866,임동준,20,4141201,,,38.27,38.27
93520,,매커스,16163092,신동철,7,2574816,,,15.93,15.93
12280,,영화금속,45451006,삼신정밀,9,12911169,,,28.41,28.41
4830,,덕성,15680000,이봉근,6,3990862,,,25.45,25.45
33230,,인성정보,19158271,윤재승,3,5105888,,,26.65,26.65
214680,,디알텍,43762191,안성현,7,8708554,,4353075,21.07,28.64
52300,,W홀딩컴퍼니,118983162,오션인더블유,1,18868350,,,15.86,15.86
11500,,한농화성,15637042,김응상,5,7277766,,,46.54,46.54
58630,,엠게임,19543877,손승철,6,3514217,,,17.98,17.98
106080,,알비케이이엠디,86393802,다인몬트파트너스,3,14597930,,49817,19.03,19.1
38680,,에스넷,16075215,블루로터스,3,4107414,,,25.55,25.55
137950,,제이씨케미칼,19343000,서울석유,11,12638841,,,65.34,65.34
49430,,코메론,9048000,강동헌,4,3497802,,,38.66,38.66
208350,,지란지교시큐리티,36210188,지란지교,1,19554665,,,56.11,56.11
52290,,트레이스,54822175,김홍채,3,2620352,,,4.89,4.89
1000,,신라섬유,24277540,신라교역(주),11,18187748,,,74.92,74.92
37070,,파세코,14000000,유정한,4,5300993,,,37.86,37.86
143160,,아이디스,10716390,아이디스홀딩스,4,5335192,,,49.79,49.79
9810,,엔케이물산,80380354,하나모두,6,17667556,,9216589,26.09,34.94
67570,,엔브이에이치코리아,28722222,구자겸,11,13802267,,,48.05,48.05
2140,,고려산업,24939425,금강공업(주),4,11820510,,,47.4,47.4
5190,,동성화학,5335564,동성홀딩스,1,2733328,,611620,51.23,56.24
131090,,시큐브,36000000,홍기융,4,8956205,,,26.34,26.34
138080,,오이솔루션,7739532,박찬,16,2688719,,,34.74,34.74
45510,,정원엔시스,32209292,박창호,7,5965996,,,18.52,18.52
184230,,SGA솔루션즈,33905098,에스지에이,7,10104941,,,31.63,31.63
46940,,우원개발,14650592,신영임,2,6322720,,,43.16,43.16
160600,,에스엔텍,11755065,안경준,2,4898736,,,42.2,42.2
32960,,동일기연,6149683,아침해,11,3292410,,,55.24,55.24
26150,,특수건설,9994814,김중헌,6,4148807,,,41.51,41.51
52220,,iMBC,23000000,문화방송,6,13381823,,,58.18,58.18
