,,Name,상장주식수(주),최대주주등-대표주주명(Q),최대주주등-세부주주수(Q)(명),최대주주및특별관계자 보유주식수(보통)(주),최대주주및특별관계자 보유주식수(우선)(주),최대주주등-잠재주식수(Q),최대주주등-주권의 지분율(Q)(%),최대주주등-주식등 총지분율(Q)(%)
96760,,JW홀딩스,63258557,이경하,17,31056902,,,50.07,50.07
60980,,한라홀딩스,10802691,정몽원,23,2967450,,,27.47,27.47
10170,,대한광통신,59741625,설윤석,5,19114367,,,32,32
950170,,JTC,35005517,,,,,,,
30790,,동양네트웍스,94336452,제이피원,4,17543749,,4735792,19.26,23.25
6060,,화승인더,55320000,현석호,5,18579950,,,33.59,33.59
249420,,일동제약,21591413,일동홀딩스,31,12282333,,,62.57,62.57
141080,,레고켐바이오,10589882,김용주,11,1693113,,19780,17.01,17.21
19210,,와이지-원,30506398,송호근,7,10951202,,,36.39,36.39
222040,,뉴트리바이오텍,20628000,코스맥스비티아이,13,10666987,,,51.71,51.71
14830,,유니드,8889843,(주)OCI 상사,11,4152776,,,46.71,46.71
122870,,와이지엔터테인먼트,18185709,양현석,10,6631495,1359688,,40.89,40.89
237880,,클리오,16958895,한현옥,6,13029186,,35300,76.88,77.09
25540,,한국단자,10415000,이창원,9,3831000,,,36.78,36.78
66700,,테라젠이텍스,30748206,김성진,12,2910333,,70000,9.59,9.82
126560,,현대에이치씨엔,112876596,현대홈쇼핑,6,74739324,,,66.21,66.21
17940,,E1,6860000,구자열,10,3109680,,,45.33,45.33
30530,,원익홀딩스,77237981,(주)원익,9,41465693,,,53.69,53.69
25900,,동화기업,14356756,Dongwha international,12,9471496,,,65.97,65.97
36930,,주성엔지니어링,48249212,황철주,5,13393934,,,27.76,27.76
281820,,케이씨텍,19839340,고석태,4,9338571,,,47.07,47.07
3030,,세아제강,6000000,이순형,11,2904433,,,48.41,48.41
6730,,서부T&D,51871207,엠와이에이치,18,26247775,,,55.65,55.65
210980,,SK디앤디,16155000,(주)에스케이가스,4,8890000,,160000,55.03,56.02
3920,,남양유업,720000,홍원식,5,387414,,,53.81,53.81
7630,,폴루스바이오팜,31469066,데이비드앤케이,2,1399420,,,5.76,5.76
64960,,S&T모티브,14623136,S&amp;T홀딩스,2,5448821,,,37.26,37.26
33660,,아주캐피탈,57545890,웰투시 제3호 투자목적회사,2,42611500,,,74.05,74.05
9580,,무림P&P,62368324,무림페이퍼,1,42000000,,,67.34,67.34
72710,,농심홀딩스,4637790,신동원,18,3080056,,,66.41,66.41
1520,,동양,238684063,유진기업,4,71675709,,,30.03,30.03
67160,,아프리카TV,11305067,쎄인트인터내셔널,4,2938458,,90000,25.99,26.79
140410,,메지온,8569063,박동현,3,1801015,,,21.59,21.59
82740,,두산엔진,69500000,두산중공업(주),2,29663000,,,42.68,42.68
41830,,인바디,13683782,차기철,8,3933200,,,28.74,28.74
4490,,세방전지,14000000,세방(주),8,5807781,,,41.48,41.48
79430,,현대리바트,20535282,현대그린푸드,2,8452802,,,41.16,41.16
36580,,팜스코,36727943,제일홀딩스,7,20775280,,,56.57,56.57
203690,,프로스테믹스,45374817,리더스코스메틱,13,18875575,,348647,41.79,42.56
138250,,엔에스쇼핑,33696000,하림홀딩스,11,18290480,,,54.28,54.28
32190,,다우데이타,38300000,김익래,9,25488747,,,66.55,66.55
82270,,젬백스,31349732,젬앤컴퍼니,10,5108019,,2792784,16.61,23.55
33920,,무학,28500000,최재호,4,14478393,,,50.8,50.8
4690,,삼천리,4055025,이만득,18,1316865,,,32.47,32.47
51370,,인터플렉스,23327472,(주)코리아써키트,8,12303236,,,52.74,52.74
225570,,넷게임즈,23664381,바른손이앤에이,7,95818959,,,83.24,83.24
17390,,서울가스,5000000,서울도시개발(주),37,3177762,,,63.56,63.56
67080,,대화제약,18224974,김수지,10,5227545,,,28.68,28.68
35810,,이지바이오,57927351,지원철,7,17735778,,,31.56,31.56
52020,,에스티큐브,26710641,에스티사이언스,1,3407391,,,12.81,12.81
3850,,보령제약,44200000,보령홀딩스,5,4639138,,,52.48,52.48
34120,,SBS,18252582,SBS미디어홀딩스,1,6738017,,,36.92,36.92
78020,,이베스트투자증권,40481190,(주)글로벌앤어소시에이츠,8,34356600,,,84.87,84.87
84370,,유진테크,22916042,엄평용,15,8570456,,,37.4,37.4
87010,,펩트론,7663250,최호일,7,836268,,,11.27,11.27
4870,,티웨이홀딩스,70959464,예림당,4,42152103,,4477610,59.4,61.81
19170,,신풍제약,52984990,(주)송암사,17,27879565,865280,,53.38,53.38
38290,,마크로젠,10595454,서정선,7,1051517,,62499,11.15,11.81
2390,,한독,13763533,김영진,8,5947266,,,47.22,47.22
2210,,동성제약,24756574,이양구,3,6155255,,,24.86,24.86
182400,,에이티젠,24659821,박상우,14,2073943,,165000,17.3,18.68
2960,,한국쉘석유,1300000,Shell Petroleum N.V,1,700000,,,53.85,53.85
45390,,대아티아이,71151522,최진우,3,12386024,,,17.41,17.41
9290,,광동제약,52420851,최성원,22,9343751,,,17.82,17.82
2990,,금호산업,35849527,금호홀딩스,6,17581928,,,49.04,49.04
23890,,아트라스BX,9150000,한국타이어(주),1,2848685,,,31.13,31.13
74600,,원익QnC,26288000,원익홀딩스,3,10657200,,,40.54,40.54
33270,,유나이티드제약,16207322,강덕영,16,6004569,,37500,37.05,37.28
101530,,해태제과식품,29116822,(주)크라운제과,16,18087758,,,62.12,62.12
11810,,STX,17862430,한국산업은행,4,15237051,,1271000,85.3,86.28
15750,,성우하이텍,60000000,성우하이텍선장,6,25356516,,,42.26,42.26
63080,,게임빌,6595192,송병준,5,2213281,,,33.56,33.56
213500,,한솔제지,23800576,한솔홀딩스,6,7285594,,34800,30.61,30.76
166090,,하나머티리얼즈,9605737,하나마이크론,10,4458394,,55000,47.06,47.64
104830,,원익머트리얼즈,6304000,원익홀딩스,1,2880000,,,45.69,45.69
32500,,케이엠더블유,16100000,김덕용,3,6554219,,,40.71,40.71
11760,,현대상사,13228966,현대코퍼레이션홀딩스,5,3759882,,,28.42,28.42
123420,,선데이토즈,9569842,스마일게이트홀딩스,5,4572010,,,47.78,47.78
53030,,바이넥스,31731048,바이넥스홀딩스,4,3505755,,100000,11.2,11.52
2000,,한국유리,10079660,SOFIAG,3,8111486,,,80.47,80.47
68240,,다원시스,25722332,박선순,6,5242687,,,21.58,21.58
92730,,네오팜,7461237,잇츠한불,4,2449340,,74612,32.83,33.83
13120,,동원개발,90808100,장호익,5,52519830,,,57.84,57.84
51500,,CJ프레시웨이,11871586,씨제이(주),3,5663470,,,47.71,47.71
60570,,아이리버,47548592,에스케이텔레콤(주),7,31624435,,568467,66.51,66.91
196170,,알테오젠,12610330,박순재,9,3593662,,314000,28.5,30.99
161000,,애경유화,32040000,AK홀딩스,6,14261490,,25242,44.51,44.59
74610,,나노메딕스,21886139,오에스티에이,2,2443346,,,11.16,11.16
214450,,파마리서치프로덕트,9466217,정상수,5,5114401,,,54.03,54.03
78520,,에이블씨엔씨,24823163,리프앤바인,2,14363830,,,57.86,57.86
8490,,서흥,11569113,양주환,7,6156894,,,53.22,53.22
400,,롯데손해보험,134280000,(주)호텔롯데,6,72314578,,,53.85,53.85
85370,,루트로닉,25075533,황해령,14,5937370,55206,80027,25.65,25.97
102460,,이연제약,16770000,유용환,5,10833680,,,64.6,64.6
191420,,테고사이언스,4037317,전세화,9,1772908,,5000,45.05,45.18
91700,,파트론,54156410,김종구,11,13983710,,,25.82,25.82
101060,,SBS미디어홀딩스,139896190,태영건설,2,85918440,,,61.42,61.42
540,,흥국화재,64242645,흥국생명보험(주),2,51601357,,,80.32,80.32
5070,,코스모신소재,19147965,코스모화학,3,5619206,,,30.3,30.3
3800,,에이스침대,2218000,안성호,2,1764613,,,79.56,79.56
16580,,환인제약,18600070,이광식,4,4145690,,,22.29,22.29
13030,,하이록코리아,13613232,문영훈,7,5383024,,,39.54,39.54
15350,,부산가스,11000000,에스케이이엔에스,1,7405403,,,67.32,67.32
8060,,대덕전자,48796300,김영재,6,10983898,,,22.51,22.51
119610,,인터로조,10986749,노시철,7,4173952,,,38.73,38.73
16250,,이테크건설,2800000,삼광글라스,5,1373054,,,49.04,49.04
49960,,쎌바이오텍,9400000,정명준,3,2352373,,,25.03,25.03
5720,,넥센,53543977,강호찬,3,31788302,19370,,59.37,59.37
63570,,한국전자금융,34645728,한국신용정보(주),2,12248920,,,47.08,47.08
86390,,유니테스트,21134126,김종현,11,4620745,,,21.86,21.86
260930,,씨티케이코스메틱스,10122151,정인용,1,5084478,,,50.23,50.23
95660,,네오위즈,21915008,네오위즈홀딩스,11,7685109,,6500,35.07,35.09
70960,,용평리조트,48133333,세계기독교통일신령협회,11,26358632,,,54.76,54.76
213420,,덕산네오룩스,24010012,이준호,13,13731922,,848748,57.19,60.73
241710,,코스메카코리아,10680000,박은희,4,2080000,,,38.95,38.95
3220,,대원제약,19098606,백승호,10,7024702,,,38.59,38.59
36630,,세종텔레콤,600326126,세종투자,3,193780200,,,32.28,32.28
14620,,성광벤드,28600000,안재일,4,11748381,,,41.08,41.08
1510,,SK증권,320117171,SK(주),2,32100201,,,10.03,10.03
115960,,연우,12398000,기중현,2,7606180,,,61.35,61.35
57500,,SKC 솔믹스,61494040,에스케이씨(주),1,35484318,,,57.7,57.7
37710,,광주신세계,1600000,정용진,2,1000000,,,62.5,62.5
44820,,코스맥스비티아이,9603921,이경수,7,5816024,,,60.56,60.56
217480,,에스디생명공학,22375066,박설웅,8,12659400,,280000,57.37,58.64
44490,,태웅,20007381,태웅홀딩스,7,10774986,,,53.86,53.86
104700,,한국철강,46050000,KISCO홀딩스,6,4824240,,,52.38,52.38
7690,,국도화학,5810616,신도케미칼,4,1393500,,,23.98,23.98
206640,,바디텍메드,23310296,최의열,4,6243370,,,26.79,26.79
30610,,교보증권,36000000,교보생명보험(주),2,18613473,,,51.7,51.7
67290,,JW신약,41521606,JW홀딩스,4,13492327,,,33.28,33.28
136490,,선진,23779604,제일홀딩스,5,11897388,,,50.03,50.03
215200,,메가스터디교육,2324376,손주은,7,812081,,16000,34.94,35.63
16100,,리더스코스메틱,17939517,김판길,10,5685100,,,31.69,31.69
83640,,인콘,25255452,에이치앤더슨,2,4564000,,228895,18.07,18.81
5810,,풍산홀딩스,7835167,류진,8,3137742,,,40.05,40.05
97230,,한진중공업,106052508,한진중공업홀딩스,10,33591900,,,31.67,31.67
5420,,코스모화학,15462039,코스모턴어라운드 유한회사,4,5205994,,,34.8,34.8
52710,,아모텍,9743406,김병규,6,2537480,,,26.04,26.04
4380,,삼익THK,21000000,진영환,21,13315042,,,63.4,63.4
234080,,JW생명과학,15834554,JW홀딩스,5,3967691,,,50.11,50.11
50,,경방,27415270,김담,24,15809094,,,57.67,57.67
97780,,에스맥,212609025,러더포드1호조합,3,17636944,,3302084,11.79,13.7
89030,,테크윙,18766047,나윤성,2,4146565,,,22.53,22.53
8730,,율촌화학,24800000,(주)농심홀딩스,7,16100970,,,64.92,64.92
41140,,넥슨지티,35373322,넥슨코리아,3,22362223,,,63.22,63.22
16800,,퍼시스,11500000,시디즈,13,5971632,,,51.93,51.93
263770,,유에스티,22805172,신영증권(주),1,5000,,895000,1.75,76.23
100120,,뷰웍스,10001865,김후식,8,3384841,,,33.84,33.84
65620,,제낙스,22486744,신이현,15,7842145,,145832,34.87,35.29
1630,,종근당홀딩스,5009861,이장한,6,2187074,,,43.66,43.66
241770,,메카로,9981140,이재정,16,6032952,,163100,60.75,62.39
16450,,한세예스24홀딩스,40000000,김석환,15,31515791,,,78.79,78.79
95270,,웨이브일렉트로,10667063,박천석,9,2646878,,60000,24.84,25.26
16590,,신대양제지,4029782,권혁홍,8,2289714,,,56.82,56.82
3060,,에이프로젠제약,86829562,에이프로젠,1,6222500,,2177709,6.86,9.04
23160,,태광,26500000,(주)대신인터내셔날,9,12064742,,,45.53,45.53
480,,조선내화,4000000,이인옥,32,2449641,,,61.24,61.24
25000,,KPX케미칼,4840000,양규모,9,3116068,,,64.38,64.38
7720,,대명코퍼레이션,100800450,대명홀딩스,7,44267353,,,43.92,43.92
1200,,유진투자증권,96866418,유진기업,4,27558631,,,28.45,28.45
24660,,하림홀딩스,89157190,제일홀딩스,10,61675712,,,69.18,69.18
84690,,대상홀딩스,36212538,임상민,5,24091146,51638,28688,66.53,66.55
49180,,셀루메드,19253498,,,,,,,
99190,,아이센스,13737238,차근식,8,3370690,,,24.54,24.54
7160,,사조산업,5000000,주진우,7,2585776,,,51.72,51.72
7340,,디티알오토모티브,9994005,김상헌,3,5217236,,,52.2,52.2
268280,,미원에스씨,5179111,미원홀딩스,36,3497428,,,67.53,67.53
174900,,앱클론,6800000,이종서,13,2295500,,150000,33.76,35.96
80420,,모다이노칩,39860811,대명화학,4,31599445,,,79.27,79.27
9680,,모토닉,33000000,김영봉,8,13412622,,,40.64,40.64
168330,,내츄럴엔도텍,20231040,김재수,6,3746691,,,18.52,18.52
2030,,아세아,2191024,이병무,12,943694,,,43.07,43.07
79980,,휴비스,34500000,에스케이신텍|삼양홀딩스,2,17595000,,,51,51
2250,,알보젠코리아,11857922,알보젠코리아,1,9779570,,,82.47,82.47
1500,,현대차투자증권,29337111,현대자동차(주),5,14506244,,,49.45,49.45
2780,,진흥기업,145353082,(주)효성,1,70569854,,,48.55,48.55
122990,,와이솔,24096941,대덕지디에스(주),4,4636942,,,20.18,20.18
45100,,한양이엔지,18000000,김형육,9,8252204,,,45.85,45.85
1130,,대한제분,1690000,디앤비컴퍼니,16,708047,,,41.9,41.9
1390,,KG케미칼,12432888,곽재선,9,5269282,,573497,42.59,45.13
214390,,경보제약,23906860,종근당홀딩스,6,14344110,,,60,60
11040,,경동제약,26550000,류덕희,34,5932840,,,44.69,44.69
2310,,아세아제지,8956502,아세아(주),8,4484470,,,50.07,50.07
78600,,대주전자재료,14551225,임무현,10,4423722,,,30.4,30.4
228850,,레이언스,16591014,바텍이우홀딩스,5,10749455,,,64.79,64.79
1250,,GS글로벌,82533764,GS,5,41898709,,,50.77,50.77
265520,,AP시스템,13899212,APS홀딩스,4,2580923,801194,12819,18.57,18.66
60250,,NHN한국사이버결제,21597493,엔에이치엔페이코,6,7486993,,795000,38.22,40.63
214150,,클래시스,60473077,정성재,4,54879623,,,90.75,90.75
86980,,쇼박스,62600000,(주)오리온,2,35999800,,,57.51,57.51
214420,,토니모리,17640000,배해동,4,11664703,,,66.13,66.13
200670,,휴메딕스,9347753,휴온스글로벌,12,3718837,,,41.7,41.7
36200,,유니셈,30664223,김형균,4,8766265,,,28.59,28.59
20,,동화약품,27931470,윤도준,20,9050937,,,32.4,32.4
41190,,우리기술투자,84000000,이완근,6,29261047,,,34.83,34.83
152330,,코리아오토글라스,20000000,정몽익,5,11960000,,,59.8,59.8
4130,,대덕GDS,20575613,대덕전자(주),5,5754267,398446,,27.97,27.97
1780,,알루코,74524102,케이피티유,10,40629715,,,54.52,54.52
30520,,한글과컴퓨터,23082211,소프트포럼,13,6334220,,4366213,27.44,39.2
60280,,큐렉소,33357253,한국야쿠르트,1,11098520,,1967387,38.37,45.18
36540,,SFA반도체,141121631,에스에프에이,6,67131756,,22548056,47.59,54.81
197210,,리드,69215501,아스팩투자조합,2,8891767,,1511827,17.3,19.67
6620,,동구바이오제약,9604000,,,,,,,
36000,,예림당,23034277,나춘호,5,12497567,,,54.26,54.26
121800,,비덴트,22569225,비트갤럭시아 1호 투자조합,1,3064314,,,14.47,14.47
30210,,KTB투자증권,60314092,이병철,4,26028956,1028270,,44.11,44.11
136480,,하림,86945938,김홍국,9,43343525,,,49.85,49.85
39440,,에스티아이,15830000,(주)성도이엔지,4,3422212,,60000,26.85,27.32
183300,,코미코,8775000,미코,1,3500001,,100000,39.89,40.56
16880,,웅진,72677207,윤형덕,14,18198622,,1030770,25.04,26.46
27390,,한화갤러리아타임월드,6000131,한화갤러리아,2,4168600,,,69.48,69.48
900100,,뉴프라이드,79039763,,,,,,,
185490,,아이진,10992092,유원일,8,1600568,,310000,14.6,17.42
2810,,삼영무역,16466623,이승용,24,8125448,,,49.34,49.34
138490,,코오롱플라스틱,38000000,코오롱인더스트리,7,25392418,,,66.82,66.82
192440,,슈피겐코리아,6216363,김대영,6,3772098,,,60.68,60.68
122900,,아이마켓코리아,35943340,인터파크,3,14388000,,30000,40.03,40.11
64240,,홈캐스트,32220893,에이치바이온,4,2786881,,422534,8.65,9.83
2320,,한진,11974656,한진칼,9,3970607,,,33.16,33.16
102260,,동성코퍼레이션,45444970,디에스티아이,6,19463497,,1612648,42.83,44.79
52260,,SK바이오랜드,15000000,에스케이씨(주),3,4851474,,,32.34,32.34
3560,,IHQ,146235748,딜라이브,5,81296996,,6343229,56.01,59.93
86890,,이수앱지스,26053957,이수화학(주),12,9330315,,571335,37.38,38.78
46440,,KG모빌리언스,29906957,케이지이니시스,7,14354399,,78213,48.31,48.45
11930,,신성이엔지,172993713,이완근,9,18692492,,,10.81,10.81
43610,,지니뮤직,49192753,(주)케이티,2,22262964,,332005,45.26,45.62
44340,,위닉스,17873425,윤희종,3,8967628,,,54.82,54.82
195870,,해성디에스,17000000,계양전기(주),8,6355000,,,37.38,37.38
60150,,인선이엔티,35963930,아이에스앰버제일호유한회사,4,10477918,,1581430,29.28,32.28
100130,,동국S&C,57143000,동국산업(주),2,30040374,,,52.57,52.57
92230,,KPX홀딩스,4224646,양규모,14,3254948,,,77.05,77.05
29960,,코엔텍,50000000,그린에너지홀딩스유한회사,1,20191819,,,40.38,40.38
82920,,비츠로셀,19590431,비츠로테크,10,7850896,,,40.08,40.08
7820,,에스엠코어,20000000,SK(주),3,8753853,,,43.77,43.77
430,,대원강업,62000000,허재철,52,22298406,,,35.97,35.97
142760,,바이오리더스,15930310,한국티씨엠,4,4502318,,,28.31,28.31
29460,,케이씨,13554044,고석태,3,5274127,,,38.91,38.91
95570,,AJ네트웍스,46822295,문덕영,8,33772695,,,72.13,72.13
166480,,코아스템,15717440,김경숙,4,3629055,,,23.09,23.09
215000,,골프존,6275415,골프존유원홀딩스,20,3370799,,,53.71,53.71
214180,,민앤지,11886628,이경민,2,3241014,,,27.27,27.27
680,,LS네트웍스,78803016,(주)E1,2,64471927,,,81.81,81.81
17960,,한국카본,43960757,조문수,7,15776699,,,35.89,35.89
23910,,대한약품,6000000,이윤우,8,2095960,,,34.93,34.93
208640,,썸에이지,76020529,(주)네시삼십삼분,5,43596536,,56650,57.35,57.42
255440,,야스,12930000,정광호,5,6136000,,,47.46,47.46
91090,,세원셀론텍,60990792,SC엔지니어링,4,18429336,,,30.22,30.22
4980,,성신양회,24008482,김태현,11,7323316,,2399231,30.5,36.82
91120,,이엠텍,15198814,정승규,5,2166717,,343021,14.87,16.83
18000,,유니슨,93600606,Toshiba Tec Corporation,7,17305579,3762976,,26.38,26.38
3120,,일성신약,2660000,윤석근,12,853616,,,32.09,32.09
54950,,제이브이엠,6330908,한미사이언스,3,2652142,,,41.89,41.89
84010,,대한제강,24646734,오치훈,15,12839239,,,52.09,52.09
4960,,한신공영,11570702,코암시앤시개발(주),1,4253640,,,39.04,39.04
2150,,도화엔지니어링,33720000,곽영필,27,16184629,,,48,48
35510,,신세계 I&C,1720000,이마트,4,614390,,,35.72,35.72
40350,,큐로컴,109140008,큐로홀딩스,6,17838854,,4974094,17.08,20.85
27050,,코리아나,40000000,유학수,7,6764717,,,16.91,16.91
4360,,세방,19308690,이앤에스글로벌,13,8614445,184400,,44.61,44.61
67390,,아스트,15530097,김희원,2,3424546,,500000,23.23,25.75
54050,,농우바이오,16030561,농협경제지주,1,7553359,,,52.82,52.82
251370,,와이엠티,7405200,전성욱,4,1676000,,18073,45.27,45.75
33240,,자화전자,17900000,김상면,5,5890814,,,32.91,32.91
6380,,카프로,40000000,(주)효성,1,4658217,,,11.65,11.65
3070,,코오롱글로벌,25210438,(주)코오롱,22,19300118,19883,,77.05,77.05
126700,,하이비젼시스템,14942112,최두원,4,2934689,,,19.64,19.64
48550,,SM C&C,94061026,에스.엠.엔터테인먼트,9,52893217,,1130000,56.24,57.45
140860,,파크시스템스,6635055,박상일,6,2324604,,55000,35.27,36.1
16380,,동부제철,27233424,한국산업은행,1,9330034,,,37.32,37.32
215360,,우리산업,9132163,우리산업홀딩스,1,3603334,,,39.46,39.46
4970,,신라교역,16000000,신라홀딩스,15,11204290,,,70.03,70.03
272550,,삼양패키징,14209804,삼양사,4,9614354,,,67.66,67.66
232140,,와이아이케이,61788456,(주)샘텍,6,45139611,,,73.06,73.06
210540,,디와이파워,11041708,디와이(주),4,4164429,,,37.72,37.72
83660,,CSA 코스믹,19747641,초초스팩토리,3,2757938,,,13.97,13.97
263700,,케어랩스,5977430,,,,,,,
68400,,AJ렌터카,22146300,에이제이네트웍스,8,9431260,,,42.59,42.59
194510,,파티게임즈,24229954,모다,3,12238466,,,50.51,50.51
52330,,코텍,15574552,아이디스홀딩스,1,5132469,,,32.95,32.95
90360,,로보스타,7800000,김정호,2,1592523,,,20.42,20.42
123690,,한국화장품,16068000,한국화장품제조,10,8483356,,,52.8,52.8
36800,,나이스정보통신,10000000,한국신용정보(주),1,4270000,,,42.7,42.7
3200,,일신방직,2400000,김영호,26,1215341,,,50.64,50.64
4710,,한솔테크닉스,22109878,한솔홀딩스,6,4430268,,135200,20.04,20.65
5680,,삼영전자,20000000,변동준,13,10709404,,,53.55,53.55
7210,,벽산,68560000,김희철,13,17534310,,,25.58,25.58
42520,,한스바이오메드,9857857,황호찬,5,2587520,,134162,26.25,27.24
970,,한국주철관,22800500,김길출,8,10890535,,,47.76,47.76
46210,,파나진,32012160,김성기,1,4086452,,,12.79,12.79
224060,,코디엠,141046704,케이바이오 투자조합,1,10610190,,,8.64,8.64
69110,,코스온,18453079,이동건,4,2679379,,,14.79,14.79
65060,,지엔코,98008044,큐로컴,3,32787249,,4624885,33.45,36.45
95720,,웅진씽크빅,34621165,(주)웅진,14,10550682,,390000,30.47,31.6
1270,,부국증권,10369886,김중건,15,3512202,340000,,33.87,33.87
64260,,다날,54216498,박성찬,2,10608642,,,21.67,21.67
180400,,캔서롭,18440644,명지글로벌바이오조합,2,1284550,,115280,21.18,23.08
15360,,예스코홀딩스,6000000,구자은,24,2325919,,,38.77,38.77
60720,,KH바텍,20000000,남광희,4,5613955,,,28.07,28.07
60590,,씨티씨바이오,17625133,조호연,6,2855960,,50000,16.25,16.53
36890,,진성티이씨,22482268,윤우석,4,8228158,,,36.6,36.6
102710,,이엔에프테크놀로지,14200000,한국알콜,9,5075556,,30000,35.74,35.95
15860,,일진홀딩스,49347483,허정석,7,27620200,,,55.97,55.97
11280,,태림포장,70805940,트리니티원,2,48701350,,,68.78,68.78
4700,,조광피혁,6649138,지길순,3,1744466,,,26.24,26.24
34950,,한국기업평가,4540514,"Fitch Ratings., Ltd",1,3339391,,,73.55,73.55
39570,,HDC아이콘트롤스,16460000,정몽규,6,9553032,,,58.04,58.04
8700,,아남전자,77124820,(주)아남,7,25797238,,,33.45,33.45
1940,,KISCO홀딩스,18476380,장세홍,6,1756899,,,47.54,47.54
201490,,미투온,31172770,손창욱,12,10592132,,380000,34.16,35.39
14790,,한라,36494942,정몽원,8,17532080,,10174420,48.04,59.37
112240,,에스에프씨,37805354,데이비드앤제이케이,1,3133610,,,9.15,9.15
65160,,에프티이앤이,67969682,박종철,3,15725458,,,23.19,23.19
102210,,해덕파워웨이,11355218,구재고,6,5855503,,3384061,57.56,68.15
81000,,일진다이아,11277975,일진홀딩스,5,6926043,,,61.41,61.41
131030,,디에이치피코리아,16564797,삼천당제약(주),1,6357733,,,38.38,38.38
12610,,경인양행,40396365,김흥준,22,14261196,,1100000,35.3,38.03
64550,,바이오니아,20624568,박한오,12,4191208,,6028,20.32,20.35
108790,,인터파크,33127880,인터파크,11,22768153,,55000,68.74,68.91
5740,,크라운해태홀딩스,14847347,두라푸드,6,8177280,10560,,55.08,55.08
86040,,바이오톡스텍,14564623,강종구,10,2360731,,5000,16.27,16.31
243840,,신흥에스이씨,6551683,김기린,2,2079232,,,31.74,31.74
160550,,NEW,27406106,김우택,5,10266886,,500000,37.46,39.29
58610,,에스피지,20876975,이준호,9,8836668,,,42.33,42.33
155650,,와이엠씨,9865093,이윤용,3,3131000,,20000,31.74,31.94
12030,,DB,201173933,김남호,16,88216640,,,46.49,46.49
1880,,삼호,15179766,대림산업(주),5,11331136,,,74.65,74.65
220630,,해마로푸드서비스,93897786,정현식,7,65792723,,300000,70.07,70.39
11370,,서한,100894865,대왕레미콘,7,11358835,,,11.26,11.26
18120,,진로발효,7524000,서태선,4,4934983,,,65.59,65.59
5960,,동부건설,20861033,키스톤에코프라임,1,14117647,,,67.7,67.7
32620,,유비케어,52197139,유니머스홀딩스,1,17714411,,,43.97,43.97
18310,,삼목에스폼,14700000,김준년,5,7447281,,,50.66,50.66
200780,,비씨월드제약,8008318,홍성한,7,2909929,,,39.81,39.81
217270,,넵튠,19153964,정욱,16,11871169,,8736,62.35,62.39
17890,,한국알콜,21605760,(주)케이씨엔에이,4,8795207,,,40.71,40.71
33160,,엠케이전자,21807689,오션비홀딩스,3,7613146,,,34.91,34.91
205500,,액션스퀘어,26469142,프라즈나글로벌홀딩스,4,14080658,,1336704,56.46,61.82
2450,,삼익악기,90530915,김종섭,5,35013816,,,38.68,38.68
4150,,한솔홀딩스,46359871,조동길,6,9456318,,,20.4,20.4
234300,,에스트래픽,11921180,문찬종,2,2702210,,,23.12,23.12
114570,,지스마트글로벌,20810121,지스마트,9,4241160,,51700,20.54,20.79
128820,,대성산업,45235478,김영대,19,15851426,,,35.04,35.04
216050,,인크로스,7957193,엔에이치엔엔터테인먼트,5,3655662,,,46.36,46.36
54670,,대한뉴팜,14354920,이완진,5,5755792,,,40.1,40.1
1790,,대한제당,8840002,설윤호,17,4338385,,,49.08,49.08
187420,,제노포커스,20999085,김의중,4,3760131,,,41.46,41.46
127160,,매직마이크로,48164429,한길구,8,15853730,,,50.07,50.07
8040,,사조동아원,141144600,사조씨푸드,6,82428366,,12040939,58.4,61.67
119860,,다나와,13074822,성장현,5,6814532,,,52.12,52.12
229640,,LS전선아시아,30624879,LS전선,10,20430927,,,66.71,66.71
95340,,ISC,13869854,정영배,8,5397715,,,39.68,39.68
143240,,사람인에이치알,11634263,(주)다우기술,12,5870238,,20000,50.46,50.63
227610,,아우딘퓨쳐스,10000000,최영욱,1,4897263,,,48.97,48.97
900140,,엘브이엠씨홀딩스,47869508,오세영,2,21449040,,,44.81,44.81
77970,,STX엔진,23008904,한국산업은행,7,20136800,,4647350,87.52,89.61
4540,,깨끗한나라,37240693,최병민,11,14214812,92056,3704932,38.17,43.76
36190,,금화피에스시,6000000,김성기,15,2213558,,,36.89,36.89
267290,,경동도시가스,4717063,경동인베스트,6,2240263,,,47.49,47.49
5990,,매일홀딩스,13718304,김정완,10,8424540,,,61.41,61.41
140,,하이트진로홀딩스,23206765,박문덕,13,15485083,25945,,66.73,66.73
206650,,유바이오로직스,25288486,바이오써포트,14,6203928,,100000,25.37,25.78
200880,,서연이화,27028437,서연,6,15422797,,,57.06,57.06
104480,,티케이케미칼,90895434,에스엠티케미칼,15,43588169,,,47.95,47.95
138690,,엘아이에스,14511038,수인코스메틱,5,2646425,,,19,19
214270,,퓨쳐스트림네트웍스,86921313,옐로디지털마케팅,10,38834676,,1030819,72.49,74.42
3570,,S&T중공업,32473439,S&amp;T홀딩스,1,11562971,,,35.61,35.61
67280,,멀티캠퍼스,5926779,삼성에스디에스,4,3718388,,,62.74,62.74
33640,,네패스,22360610,이병구,5,5827079,,,26.51,26.51
43370,,평화정공,21000000,평화크랏치공업(주),3,11471409,,,54.63,54.63
28100,,동아지질,11500000,이정우,9,5043391,,,43.86,43.86
